date,cash,position_value,total_value,positions,return,equity,drawdown
2019-03-26,1000054.794520548,0.0,1000054.794520548,{},,1.000054794520548,0.0
2019-03-27,1000109.5920435354,0.0,1000109.5920435354,{},5.4794520548018255e-05,1.0001095920435354,0.0
2019-03-28,1000164.3925691269,0.0,1000164.3925691269,{},5.4794520548018255e-05,1.0001643925691268,0.0
2019-03-29,1000219.1960974869,0.0,1000219.1960974869,{},5.4794520548018255e-05,1.0002191960974869,0.0
2019-04-01,1000274.00262878,0.0,1000274.00262878,{},5.4794520548018255e-05,1.00027400262878,0.0
2019-04-02,1000328.8121631707,0.0,1000328.8121631707,{},5.4794520548018255e-05,1.0003288121631706,0.0
2019-04-03,1000383.6247008236,0.0,1000383.6247008236,{},5.4794520548018255e-05,1.0003836247008235,0.0
2019-04-04,1000438.4402419032,0.0,1000438.4402419032,{},5.4794520548018255e-05,1.000438440241903,0.0
2019-04-05,949271.8402078646,51221.418578709345,1000493.258786574,"{'006479': {'shares': 50000.0, 'price': 1.0244283715741869, 'value': 51221.418578709345, 'profit_pct': 0.0}}",5.4794520548018255e-05,1.000493258786574,0.0
2019-04-08,1000829.2193579958,0.0,1000829.2193579958,{},0.0003357949376183722,1.0008292193579957,0.0
2019-04-09,727540.6661217458,273343.393193475,1000884.0593152209,"{'006479': {'shares': 270000.0, 'price': 1.0123829377536113, 'value': 273343.393193475, 'profit_pct': 0.0}}",5.4794520548018255e-05,1.0008840593152208,0.0
2019-04-10,779311.2204423206,227615.03194581982,1006926.2523881404,"{'006479': {'shares': 220000.0, 'price': 1.0346137815719083, 'value': 227615.03194581982, 'profit_pct': 2.1958927782431097}}",0.006036856134019608,1.0069262523881404,0.0
2019-04-11,831007.3641860277,175621.70198068625,1006629.066166714,"{'006479': {'shares': 170000.0, 'price': 1.0330688351805073, 'value': 175621.70198068625, 'profit_pct': 2.043287836596314}}",-0.0002951419934892341,1.0066290661667139,-0.02951419934892341
2019-04-12,831052.8988361201,175045.90350257614,1006098.8023386963,"{'006479': {'shares': 170000.0, 'price': 1.0296817853092715, 'value': 175045.90350257614, 'profit_pct': 1.708725711443217}}",-0.0005267718227498497,1.0060988023386963,-0.08217583437531983
2019-04-15,555907.5548048803,448459.21376891807,1004366.7685737984,"{'006479': {'shares': 440000.0, 'price': 1.0192254858384502, 'value': 448459.21376891807, 'profit_pct': 0.2600589374571464}}",-0.0017215344664677223,1.0043667685737983,-0.2541878124909025
