date,策略1：RRG多因子行业轮动,策略2：双均线动量轮动+空仓风控,策略3：网格交易,策略4：宏观因子择时,策略5：指数增强多因子选股
2020-06-01,1.0,1.0,0.9995689008071607,0.9993512967517778,0.9987736865336442
2020-06-02,1.0,1.0,1.0029378536986484,0.9997567717587795,1.0001924716851824
2020-06-03,1.0,1.0,1.0014948679375955,0.9988098672590258,1.000995272998251
2020-06-04,1.0,1.0,0.9982772296982806,1.0008629285322725,0.9993621797714893
2020-06-05,1.0,1.0,0.9973335546239097,0.9950120113450526,0.9980266618551005
2020-06-08,1.0,1.0,0.9973335546239097,0.9942880374441312,0.9970746896470822
2020-06-09,1.0,1.0,0.9973335546239097,0.9870102953832117,0.9956958522534599
2020-06-10,1.0,1.0,0.9973335546239097,0.9928213281309565,0.9922917695869711
2020-06-11,1.0,1.0,0.9973335546239097,0.9999037427797552,0.9893057385259734
2020-06-12,1.0,1.0,0.9973335546239097,0.9971813657917795,0.990789438733985
2020-06-15,1.0,1.0,0.9973335546239097,1.0010839132101517,0.9947905790861098
2020-06-16,1.0,1.0,0.9973335546239097,0.9958409753392108,1.0010671699583402
2020-06-17,1.0,1.0,0.9973335546239097,0.9958994826083444,0.9988456819239713
2020-06-18,1.0,1.0,0.9973335546239097,0.9941251663899491,0.9995451402346954
2020-06-19,1.0,1.0,0.9973335546239097,0.9982092229176815,1.000156557305066
2020-06-22,1.0,1.0,0.9973335546239097,0.9944831612635137,1.001522650397746
2020-06-23,1.0,1.0,0.9973335546239097,0.9925731389971078,1.0018932297486696
2020-06-24,1.0,1.0,0.9973335546239097,1.0003341635518443,1.005823543427538
2020-06-25,1.0,1.0,0.9973335546239097,1.0002760033618925,1.005955381193699
2020-06-26,1.0,1.0,0.9973335546239097,1.0105898255709296,0.9989974032247723
2020-06-29,1.0,1.0,0.9973335546239097,1.0135061591947936,1.0070524949452833
2020-06-30,0.9987015944762376,1.0,0.9973335546239097,1.025291690719088,1.0072700608059426
2020-07-01,0.9980019656969924,1.0,0.9973335546239097,1.0243182541723699,1.0053508697303544
2020-07-02,0.9901132622277099,1.0,0.9973335546239097,1.0297568949245832,1.0013765146900553
2020-07-03,0.9825503088848516,1.0,0.9973335546239097,1.0342372950758465,1.0092742827134924
2020-07-06,0.9804807746871647,1.0,0.9973335546239097,1.0337735415968754,1.0042484006871952
2020-07-07,0.9767495553994283,1.0,0.9973335546239097,1.0373459852135916,1.011554581561577
2020-07-08,0.9752198522131809,1.0,0.9973335546239097,1.024439453394074,1.018149888668977
2020-07-09,0.9857209461923887,1.0,0.9973335546239097,1.0267673563784836,1.015163958253118
2020-07-10,0.9935551475376766,1.0,0.9973335546239097,1.0276552645217634,1.0178462202974845
2020-07-13,0.9839414209143724,1.0,0.9973335546239097,1.0304638794183396,1.0152291831964206
2020-07-14,0.9777749060650239,1.0,0.9973335546239097,1.0351741387094555,1.0213781622077232
2020-07-15,0.9747343741841124,1.0,0.9973335546239097,1.0406667062025883,1.0246345161195407
2020-07-16,0.9718075060350718,0.9987145242691667,0.9973335546239097,1.0258424990761938,1.0242616968720584
2020-07-17,0.9764669992599988,0.9587599247781093,0.9973335546239097,1.0310493620409489,1.0261731279733641
2020-07-20,0.9742128339810954,0.9528438186512271,0.9973335546239097,1.0374485662331032,1.0204062880035125
2020-07-21,0.9638338446766616,0.947617459716513,0.9972254176427613,1.0286074919446297,1.015250383323127
2020-07-22,0.9609598662110753,0.9428698204319204,0.9983674323786393,1.031864868498448,1.0164321844898567
2020-07-23,0.9604663080569149,0.9478595958959491,0.9982360179533137,1.0377700427759469,1.014329078187724
2020-07-24,0.9649186360920412,0.9504732269965492,0.9984396758001443,1.0423464414068377,1.0118264494620588
2020-07-27,0.9652686192777052,0.9354329176202822,0.9994445707624292,1.0449466911128367,1.016359986127764
2020-07-28,0.9767975073365164,0.9754987375673608,1.0006407561269262,1.0661500014887013,1.014552469335992
2020-07-29,0.9805008436597477,0.9877085251391711,1.0006230654494286,1.0682288469322656,1.0122147596994677
2020-07-30,0.9825418943762062,0.9852494133817784,1.000635226170432,1.0601017555276655,1.0114257061380856
2020-07-31,0.9719342967233132,1.0032903100705706,1.000644012161091,1.0646974211846891,1.0142597014296222
2020-08-03,0.9759651877711518,1.0189127838032443,1.0006303603900377,1.0630956312979907,1.010326547899376
2020-08-04,0.9876196712700259,0.9848427693946985,1.0006361930581864,1.0561224900843706,1.005087145174889
2020-08-05,0.997335984784665,1.0090669621985453,1.0006185255849829,1.0621475696694815,1.0053014180900668
2020-08-06,1.0196288223859378,0.9835920179956446,1.00062394901227,1.0533740997241596,1.0012213753411723
2020-08-07,1.0207018169469226,1.0095353371294107,1.000630048410288,1.0618157218219346,1.0016784862523544
2020-08-10,1.0178276289204502,1.026149920264322,1.0006107817208554,1.0682957411923282,1.0010914503427126
2020-08-11,1.0124518627399441,1.028964830496287,1.0005953822706621,1.0690220776861603,1.0007905952177372
2020-08-12,1.0035043591941026,1.0457893044453133,1.0004858381100816,1.0766223812076356,0.9994577331895982
