date,cash,position_value,total_value,positions,return,equity,drawdown
2020-06-01,1000000.0,0.0,1000000.0,{},,1.0,0.0
2020-06-02,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-03,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-04,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-05,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-08,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-09,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-10,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-11,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-12,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-15,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-16,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-17,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-18,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-19,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-22,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-23,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-24,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-29,1000000.0,0.0,1000000.0,{},0.0,1.0,0.0
2020-06-30,87.30195574020036,998614.2,998701.5019557402,"{'512690': {'shares': 622600.0, 'price': 0.401, 'value': 249662.6, 'profit_pct': -0.09990009990008226}, '512010': {'shares': 395000.0, 'price': 0.632, 'value': 249640.0, 'profit_pct': -0.09990009990009452}, '512170': {'shares': 369300.0, 'price': 0.676, 'value': 249646.80000000002, 'profit_pct': -0.09990009990008496}, '159995': {'shares': 424600.0, 'price': 0.588, 'value': 249664.8, 'profit_pct': -0.09990009990008665}}",-0.0012984980442598548,0.9987015019557401,-0.12984980442598548
2020-07-01,87.30195574020036,1021865.2,1021952.5019557402,"{'512690': {'shares': 622600.0, 'price': 0.445, 'value': 277057.0, 'profit_pct': 10.86170687168195}, '512010': {'shares': 395000.0, 'price': 0.626, 'value': 247270.0, 'profit_pct': -1.0483187698377527}, '512170': {'shares': 369300.0, 'price': 0.662, 'value': 244476.6, 'profit_pct': -2.168837080079671}, '159995': {'shares': 424600.0, 'price': 0.596, 'value': 253061.59999999998, 'profit_pct': 1.2592849327543352}}",0.02328123063244414,1.02195250195574,0.0
2020-07-02,87.30195574020036,1030346.0,1030433.3019557402,"{'512690': {'shares': 622600.0, 'price': 0.458, 'value': 285150.8, 'profit_pct': 14.100363476922098}, '512010': {'shares': 395000.0, 'price': 0.621, 'value': 245295.0, 'profit_pct': -1.838667661452468}, '512170': {'shares': 369300.0, 'price': 0.65, 'value': 240045.0, 'profit_pct': -3.9422116345193157}, '159995': {'shares': 424600.0, 'price': 0.612, 'value': 259855.19999999998, 'profit_pct': 3.977654998063179}}",0.008298624430949753,1.0304333019557401,0.0
2020-07-03,87.30195574020036,1035505.9,1035593.2019557402,"{'512690': {'shares': 622600.0, 'price': 0.449, 'value': 279547.4, 'profit_pct': 11.858216596371225}, '512010': {'shares': 395000.0, 'price': 0.631, 'value': 249245.0, 'profit_pct': -0.2579698782230376}, '512170': {'shares': 369300.0, 'price': 0.665, 'value': 245584.5, 'profit_pct': -1.7254934414697596}, '159995': {'shares': 424600.0, 'price': 0.615, 'value': 261129.0, 'profit_pct': 4.487349385308588}}",0.005007505085682595,1.0355932019557401,0.0
